"last_name, first_name",player_id,year,player_age,pa,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,woba,avg_swing_speed,avg_swing_length,attack_angle,attack_direction,vertical_swing_path,exit_velocity_avg,barrel_batted_rate,hard_hit_percent,avg_best_speed,iz_contact_percent,swing_percent,pull_percent,straightaway_percent,opposite_percent,sprint_speed
"Garrett, Stone",656448,2023,27,271,30.3,9.6,0.269,0.457,0.343,0.8,0.344,74.7,7.9,11.3,-6.7,31.2,91.1,9.6,48.4,102.21494641,76.2,52.8,33.1,39.5,27.4,28.5
"Waters, Drew",671221,2023,24,337,31.8,8.0,0.228,0.377,0.3,0.677,0.296,73.0,6.9,14.7,-0.2,42.3,87.4,10.1,35.9,98.74293303,76.9,51.3,40.4,35.4,24.2,28.7
"Maile, Luke",571912,2023,32,199,24.6,7.0,0.235,0.391,0.308,0.699,0.307,68.3,6.7,13.1,2.7,34.7,87.7,10.7,33.6,98.523024,79.2,44.6,39.7,38.9,21.4,26.0
"Alfaro, Jorge",595751,2023,30,52,28.8,3.8,0.146,0.292,0.212,0.504,0.223,76.1,7.4,3.7,2.9,34.0,88.9,6.1,36.4,98.859325882,90.5,61.7,45.5,33.3,21.2,28.5
"Vargas, Ildemaro",545121,2024,32,303,10.2,6.3,0.246,0.316,0.295,0.611,0.271,69.6,7.2,3.7,-1.3,24.1,87.0,1.2,31.9,97.073438667,91.5,46.4,46.6,31.9,21.5,26.7
"Sosa, Lenyn",672820,2025,25,192,22.4,2.6,0.28,0.398,0.298,0.696,0.305,71.7,7.4,10.8,1.3,32.8,91.1,6.9,41.0,100.399034507,87.7,56.1,34.7,36.1,29.2,26.6
"Stefanic, Michael",683021,2023,27,71,11.3,11.3,0.29,0.355,0.38,0.735,0.332,64.5,6.1,1.4,8.1,30.5,87.9,0.0,22.2,95.236837778,95.1,39.5,20.4,48.1,31.5,26.0
"Olivares, Edward",658668,2023,27,385,16.6,5.7,0.263,0.452,0.317,0.769,0.329,71.0,7.3,10.2,-2.8,28.2,87.3,7.9,37.7,99.121503973,86.5,50.7,42.1,32.2,25.7,28.6
"Alvarez Jr., Nacho",805373,2024,21,32,31.3,0.0,0.1,0.1,0.156,0.256,0.128,68.9,7.4,5.5,5.5,31.0,83.8,0.0,30.0,97.91388,76.3,47.9,25.0,35.0,40.0,25.9
"Laureano, Ramón",657656,2024,29,309,31.1,4.9,0.259,0.437,0.311,0.748,0.324,72.7,7.2,17.1,-1.9,36.8,89.2,12.6,40.8,100.254641146,77.3,52.3,43.5,31.4,25.1,27.8
"Chaparro, Andrés",665953,2024,25,132,18.2,5.3,0.215,0.413,0.28,0.693,0.301,72.4,7.1,8.4,-9.5,33.0,87.8,6.2,33.0,98.318885102,85.6,53.7,39.2,39.2,21.6,25.8
"León, Sandy",506702,2023,34,44,45.5,2.3,0.146,0.195,0.186,0.381,0.173,,,,,,85.2,4.5,22.7,95.404624545,75.0,45.1,36.4,40.9,22.7,22.7
"Naylor, Bo",666310,2025,25,148,27.0,11.5,0.188,0.406,0.279,0.685,0.3,72.6,7.8,15.8,-11.1,31.2,90.5,12.1,36.3,99.814415909,82.7,48.5,45.1,34.1,20.9,27.0
"Cabrera, Oswaldo",665828,2025,26,122,20.5,9.0,0.243,0.308,0.322,0.63,0.289,69.3,7.3,8.6,-0.8,32.1,89.1,0.0,34.5,97.700893415,80.7,48.5,41.7,36.9,21.4,26.6
"Hedges, Austin",595978,2025,32,61,34.4,11.5,0.113,0.283,0.217,0.5,0.23,72.6,7.7,13.5,-10.0,26.8,88.4,3.0,33.3,98.603013125,79.3,51.9,51.5,30.3,18.2,24.7
"Langford, Wyatt",694671,2024,22,557,20.6,9.2,0.253,0.415,0.325,0.74,0.321,74.5,7.0,11.2,-4.4,31.0,89.6,9.3,43.4,101.211098854,83.2,42.8,44.7,33.3,22.0,29.8
"Knizner, Andrew",668800,2024,29,93,23.7,1.1,0.167,0.211,0.183,0.394,0.174,70.3,7.0,8.7,0.5,26.2,87.3,4.3,34.8,98.242582,80.2,55.0,31.9,39.1,29.0,25.0
"Keirsey Jr., DaShawn",680577,2025,28,65,32.3,1.5,0.111,0.159,0.138,0.297,0.136,68.7,6.7,3.5,6.4,31.4,87.1,2.4,33.3,97.979870952,84.8,49.6,28.6,31.0,40.5,29.0
"Betts, Mookie",605141,2025,32,234,9.4,11.1,0.254,0.405,0.338,0.743,0.33,68.5,7.0,9.1,-6.4,34.1,89.0,4.3,36.8,97.782961398,91.9,37.5,38.4,37.8,23.8,26.6
"Jackson, Alex",656577,2024,28,155,34.2,7.7,0.122,0.237,0.201,0.438,0.2,74.4,7.5,10.6,-5.1,30.2,86.7,9.1,31.8,97.524225,69.6,52.7,36.4,43.2,20.5,26.8
"Castro, Harold",605612,2023,29,270,24.4,3.3,0.252,0.314,0.275,0.589,0.258,66.6,6.5,11.7,1.6,44.2,86.2,3.1,28.7,96.109616082,81.7,56.3,32.8,37.9,29.2,26.5
"Brantley Jr., Michael",488726,2023,36,57,3.5,3.5,0.278,0.426,0.298,0.724,0.309,68.6,6.7,7.6,-4.3,33.7,90.4,0.0,37.7,98.240166296,94.3,40.0,52.8,28.3,18.9,25.4
"Mitchell, Garrett",669003,2025,26,78,32.1,9.0,0.206,0.294,0.286,0.58,0.264,76.1,7.4,10.0,7.3,31.7,90.4,6.7,42.2,101.702092273,77.0,44.9,33.3,33.3,33.3,29.0
"Farmer, Kyle",571657,2025,34,152,19.7,5.3,0.245,0.378,0.283,0.661,0.29,65.7,6.8,12.9,-0.9,34.1,86.0,5.3,33.3,97.589076786,88.8,47.9,36.0,42.1,21.9,26.1
"Smith, Kevin",675656,2023,26,146,34.9,3.4,0.185,0.326,0.22,0.546,0.236,69.4,7.4,7.0,3.3,30.9,88.0,9.0,36.0,99.217505476,78.2,53.4,32.6,29.2,38.2,27.3
"Chang, Yu",644374,2023,27,112,30.4,2.7,0.162,0.352,0.2,0.552,0.236,72.6,7.6,12.7,-5.4,30.7,88.8,5.5,38.4,100.367177429,81.3,53.8,50.7,27.4,21.9,28.2
"Smith-Njigba, Canaan",675986,2023,24,37,43.2,10.8,0.125,0.219,0.216,0.435,0.199,,,,,,87.0,11.8,41.2,98.203554444,74.0,44.7,52.9,29.4,17.6,26.4
"Lawlar, Jordan",691783,2023,20,34,32.4,5.9,0.129,0.129,0.206,0.335,0.166,68.6,7.4,14.3,-0.8,36.2,77.8,0.0,5.0,84.847072,72.9,46.3,40.0,45.0,15.0,30.0
"Grisham, Trent",663757,2024,27,209,27.3,10.5,0.19,0.385,0.29,0.675,0.295,70.4,7.7,16.2,-1.3,29.9,90.6,12.0,46.4,100.360050339,79.9,37.2,45.6,34.4,20.0,26.9
"Hinds, Rece",677956,2024,23,51,31.4,7.8,0.261,0.717,0.333,1.05,0.433,75.2,7.7,9.5,-10.4,39.7,91.6,20.0,40.0,103.769788,80.0,55.7,36.7,36.7,26.7,29.2
"Grichuk, Randal",545341,2023,31,471,20.4,6.2,0.267,0.459,0.321,0.78,0.333,74.5,7.6,8.3,-3.9,28.0,89.6,7.1,45.3,101.490095235,85.7,50.1,44.7,31.5,23.8,27.4
"Ornelas, Tirso",672359,2025,25,16,12.5,12.5,0.071,0.071,0.188,0.259,0.143,72.9,7.6,1.2,3.4,26.1,90.5,8.3,41.7,99.520206667,90.0,45.2,25.0,58.3,16.7,26.8
"Ibáñez, Andy",628451,2025,32,91,9.9,7.7,0.228,0.342,0.319,0.661,0.3,69.0,7.2,5.6,-1.1,28.2,89.6,4.2,36.6,98.905157941,86.4,46.6,46.5,32.4,21.1,27.4
"Lee, Korey",686676,2025,26,22,13.6,9.1,0.316,0.421,0.381,0.802,0.357,68.9,7.1,7.3,0.7,29.1,84.5,0.0,23.5,96.08936375,87.0,40.5,35.3,35.3,29.4,27.4
"Marte, Starling",516782,2023,34,341,20.2,4.7,0.248,0.324,0.301,0.625,0.278,70.6,7.5,11.6,-3.7,38.6,88.2,5.6,39.5,100.135976281,81.9,53.8,35.9,35.5,28.6,27.1
"Flores, Wilmer",527038,2023,31,454,13.9,9.0,0.284,0.509,0.355,0.864,0.368,67.5,7.1,12.4,-6.5,32.5,86.4,7.8,32.5,97.399441744,88.4,44.9,44.9,29.0,26.1,24.4
"Rios, Edwin",621458,2023,29,34,47.1,14.7,0.071,0.214,0.235,0.449,0.219,,,,,,89.5,8.3,33.3,99.808933333,70.8,47.1,33.3,58.3,8.3,
"Wong, Kolten",543939,2023,32,250,21.2,7.2,0.183,0.263,0.256,0.519,0.236,70.3,6.8,10.4,-4.0,33.0,85.6,1.7,27.0,96.00426619,86.8,47.9,45.4,30.5,24.1,26.7
"Rendon, Anthony",543685,2024,34,238,14.7,9.7,0.218,0.267,0.307,0.574,0.264,68.3,6.7,8.3,-3.1,33.4,87.9,2.3,37.1,97.612997471,91.4,40.1,32.0,35.4,32.6,26.8
"Bailey, Patrick",672275,2024,25,448,22.3,8.7,0.234,0.339,0.298,0.637,0.281,71.3,7.3,7.7,-0.8,33.7,91.3,5.5,43.0,100.739347483,84.0,48.1,37.2,39.2,23.6,25.2
"Candelario, Jeimer",600869,2025,31,91,31.9,9.9,0.113,0.212,0.198,0.41,0.191,69.5,8.1,16.0,-6.6,35.8,87.3,7.5,28.3,96.216884815,76.7,49.6,56.6,20.8,22.6,26.7
"Seager, Corey",608369,2023,29,536,16.4,9.1,0.327,0.623,0.39,1.013,0.419,71.8,6.6,14.1,-2.8,33.7,93.3,15.2,53.2,103.543493485,85.9,55.1,39.0,37.0,24.1,26.2
"Bliss, Ryan",669208,2025,25,39,28.2,10.3,0.2,0.314,0.282,0.596,0.271,70.1,6.8,12.6,2.1,31.5,89.0,12.5,33.3,98.429506667,58.5,46.4,41.7,29.2,29.2,28.4
"Casali, Curt",592200,2023,34,96,24.0,11.5,0.175,0.2,0.29,0.49,0.239,69.3,7.6,17.1,-5.1,35.8,85.1,1.7,26.7,95.735611724,82.2,45.8,41.7,31.7,26.7,23.8
"Abrams, CJ",682928,2023,22,614,19.2,5.2,0.245,0.412,0.3,0.712,0.306,71.5,7.3,9.9,0.4,28.4,87.4,6.9,35.9,98.814933243,83.8,53.5,35.9,39.9,24.2,28.6
"Domínguez, Jasson",691176,2025,22,183,28.4,13.1,0.239,0.413,0.339,0.752,0.333,73.5,7.8,7.0,-4.7,31.1,90.3,9.4,51.9,102.143539245,81.3,49.9,39.6,31.1,29.2,28.4
"O'Hearn, Ryan",656811,2025,31,185,16.2,11.9,0.338,0.55,0.427,0.977,0.425,72.2,7.2,11.4,-0.5,32.8,90.6,9.2,50.8,101.198061077,88.3,43.7,45.4,33.8,20.8,27.7
"Lester, Josh",623507,2023,28,23,30.4,4.3,0.182,0.182,0.217,0.399,0.184,,,,,,85.9,0.0,20.0,94.57614875,78.1,50.0,53.3,40.0,6.7,25.9
"Hayes, Ke'Bryan",663647,2023,26,525,19.8,5.3,0.271,0.453,0.309,0.762,0.324,72.3,6.9,6.2,-2.4,28.7,92.2,7.4,48.3,101.67326359,89.3,45.6,27.0,41.7,31.3,27.1
"Cronenworth, Jake",630105,2024,30,656,18.0,9.3,0.241,0.39,0.324,0.714,0.315,69.5,7.1,6.4,0.8,33.3,88.6,7.8,36.7,99.527561266,89.1,45.0,32.6,38.7,28.7,27.7
"Taylor, Chris",621035,2023,32,384,32.6,10.7,0.237,0.42,0.326,0.746,0.323,71.2,7.3,15.0,-1.3,39.1,86.2,9.8,37.4,98.961485421,70.5,47.6,45.8,27.6,26.6,28.3
"Yastrzemski, Mike",573262,2025,34,203,21.2,13.3,0.251,0.4,0.355,0.755,0.335,70.4,7.4,10.0,-0.4,29.6,90.6,8.3,42.4,99.743225156,84.0,42.3,36.4,37.9,25.8,26.7
"Smith, Pavin",656976,2024,28,158,19.6,11.4,0.27,0.547,0.348,0.895,0.377,73.0,7.4,11.3,-3.7,31.3,90.2,14.7,44.0,101.669639091,85.9,38.4,41.3,41.3,17.4,26.4
"Stowers, Kyle",669065,2025,27,214,27.6,8.9,0.291,0.508,0.362,0.87,0.376,75.0,6.7,10.3,1.4,33.9,91.3,19.5,52.6,103.694987121,72.7,55.6,41.4,33.1,25.6,26.8
"Hensley, David",682073,2024,28,58,29.3,10.3,0.212,0.288,0.293,0.581,0.265,70.6,6.8,6.7,5.0,32.9,84.0,2.9,25.7,97.159687059,78.9,33.6,28.6,34.3,37.1,27.6
"Madris, Bligh",676632,2023,27,30,23.3,13.3,0.154,0.192,0.267,0.459,0.222,72.5,7.9,17.3,-17.7,37.1,85.5,5.3,26.3,95.901878,78.6,49.6,36.8,26.3,36.8,26.1
"Contreras, Willson",575929,2023,31,495,22.4,10.3,0.264,0.467,0.358,0.825,0.358,76.3,7.7,10.3,-3.0,31.2,91.3,12.2,46.9,103.922488176,81.3,48.5,35.6,39.1,25.3,26.7
"Short, Zack",670097,2023,28,253,26.1,11.1,0.204,0.339,0.292,0.631,0.281,70.5,7.1,10.4,-3.0,32.3,87.6,8.8,33.5,98.045696579,80.5,41.9,47.2,32.7,20.1,28.1
"Hiura, Keston",669374,2024,27,27,37.0,0.0,0.148,0.148,0.148,0.296,0.131,72.7,7.4,14.1,9.3,35.6,82.2,0.0,23.5,95.10337,71.9,54.8,35.3,47.1,17.6,26.7
"Mastrobuoni, Miles",670156,2025,29,106,15.1,10.4,0.231,0.297,0.311,0.608,0.278,67.7,6.7,9.0,-2.7,33.1,89.1,1.3,40.5,98.422987105,87.3,40.8,31.6,35.4,32.9,28.4
"Pereda, Jhonny",640902,2024,28,40,25.0,0.0,0.231,0.231,0.25,0.481,0.216,70.1,7.2,4.2,8.0,28.2,85.5,3.4,37.9,97.91226,78.0,46.2,27.6,37.9,34.5,24.5
"Bichette, Bo",666182,2024,26,336,19.0,6.0,0.225,0.322,0.277,0.599,0.264,70.4,7.3,3.3,-0.2,38.0,89.2,4.4,43.5,100.896776504,88.6,56.4,26.9,36.5,36.5,27.3
"Nimmo, Brandon",607043,2023,30,682,21.4,10.9,0.274,0.466,0.363,0.829,0.359,72.7,7.2,5.5,0.7,28.5,91.8,9.5,47.9,101.50757,84.3,42.4,31.0,37.0,31.9,28.0
"Schoop, Jonathan",570731,2023,31,151,24.5,8.6,0.213,0.272,0.278,0.55,0.249,,,,,,89.4,4.0,38.6,100.684305882,79.4,52.6,38.6,38.6,22.8,26.9
"Thomas, Lane",657041,2024,28,528,25.9,8.3,0.237,0.4,0.309,0.709,0.309,71.7,6.8,9.0,-2.6,29.3,88.8,7.4,40.6,100.376555353,82.8,43.8,40.0,37.1,22.9,29.3
"Ortiz, Joey",687401,2025,26,191,16.2,6.8,0.18,0.244,0.246,0.49,0.227,72.5,7.6,3.2,-1.9,28.1,85.0,2.8,33.1,97.978084493,87.9,44.9,26.2,42.8,31.0,28.6
"Young, Jacob",696285,2023,23,121,18.2,8.3,0.252,0.336,0.322,0.658,0.294,68.0,7.1,9.6,4.8,32.4,86.4,0.0,30.7,96.998412927,85.2,46.1,37.5,36.4,26.1,30.0
"Clase, Jonatan",682729,2025,23,38,26.3,10.5,0.242,0.333,0.324,0.657,0.298,70.7,6.4,2.2,5.5,32.0,89.0,8.3,37.5,98.46345,78.0,43.0,45.8,37.5,16.7,28.8
"Kiermaier, Kevin",595281,2024,34,281,30.6,4.3,0.197,0.313,0.237,0.55,0.241,70.4,7.1,5.5,-0.7,30.7,86.4,3.9,30.0,97.683193765,69.2,54.9,37.6,39.2,23.2,28.7
"Leblanc, Charles",641779,2024,28,28,32.1,25.0,0.19,0.476,0.393,0.869,0.382,70.5,7.0,10.2,-3.8,41.6,85.3,16.7,33.3,99.562568333,82.4,38.1,50.0,16.7,33.3,27.2
"Rodgers, Brendan",663898,2024,27,539,24.5,5.8,0.267,0.407,0.314,0.721,0.314,71.7,7.1,5.0,-2.3,31.9,89.3,5.6,44.1,101.153269243,84.8,49.3,33.3,44.4,22.3,26.0
"Manzardo, Kyle",700932,2024,23,156,26.3,5.8,0.234,0.421,0.282,0.703,0.303,71.8,7.6,17.2,-5.3,37.1,89.1,9.5,40.0,99.627054528,81.0,46.7,38.1,35.2,26.7,25.9
"Malloy, Justyn-Henry",669234,2025,25,112,26.8,16.1,0.22,0.297,0.348,0.645,0.301,70.6,7.1,16.3,-0.9,40.6,86.4,4.8,30.2,96.415660625,79.3,39.5,38.1,34.9,27.0,26.7
"Alonso, Pete",624413,2024,29,695,24.7,10.1,0.24,0.459,0.329,0.788,0.34,75.2,7.3,9.8,-2.9,31.7,89.8,13.2,46.4,102.785114727,85.9,42.9,41.6,32.3,26.1,26.1
"Kieboom, Carter",666198,2023,25,94,28.7,6.4,0.207,0.368,0.266,0.634,0.277,71.4,7.1,7.4,-6.2,28.8,86.1,5.0,23.3,96.423435,74.8,47.0,31.7,40.0,28.3,26.4
"Hosmer, Eric",543333,2023,33,100,25.0,6.0,0.234,0.33,0.28,0.61,0.269,,,,,,85.1,5.8,34.8,98.408715,79.1,52.1,27.5,43.5,29.0,25.0
"Sosa, Edmundo",624641,2023,27,300,24.7,2.7,0.251,0.427,0.293,0.72,0.309,73.1,8.0,10.7,-2.1,36.3,86.8,6.7,32.2,98.656224369,78.0,59.5,47.1,33.2,19.7,29.2
"Peguero, Liover",678894,2025,24,10,30.0,0.0,0.222,0.222,0.3,0.522,0.251,72.2,7.4,5.0,-9.3,26.8,92.0,0.0,66.7,102.5453,83.3,55.6,50.0,50.0,0.0,
"De Los Santos, Luis",665782,2024,26,31,32.3,6.5,0.172,0.241,0.226,0.467,0.211,73.8,7.7,4.6,-0.2,30.1,84.9,0.0,42.1,98.886846,84.8,43.8,21.1,31.6,47.4,27.1
"Dixon, Brandon",641525,2023,31,86,36.0,1.2,0.203,0.329,0.244,0.573,0.249,75.9,7.6,6.4,-4.5,31.4,87.0,8.0,32.0,98.9704412,76.3,48.6,38.0,36.0,26.0,28.4
"Burleson, Alec",676475,2025,26,153,15.0,6.5,0.287,0.42,0.333,0.753,0.33,72.3,7.6,10.2,-2.1,31.2,91.7,5.8,45.0,101.280909831,88.3,50.6,34.2,40.0,25.8,24.6
"Madrigal, Nick",663611,2024,27,94,10.6,4.3,0.221,0.256,0.28,0.536,0.245,65.4,6.5,3.1,6.3,28.5,85.1,0.0,18.2,94.487136053,94.1,50.0,24.7,35.1,40.3,27.5
"Thompson, Bubba",669352,2023,25,60,26.7,6.7,0.17,0.283,0.237,0.52,0.23,,,,,,82.1,2.6,23.1,94.908478235,61.0,52.3,33.3,41.0,25.6,30.2
"Kelenic, Jarred",672284,2025,25,65,35.4,7.7,0.167,0.3,0.231,0.531,0.239,73.4,7.3,14.2,-2.0,30.8,89.1,13.5,37.8,100.910482778,69.1,50.4,35.1,45.9,18.9,26.1
"Barrero, Jose",676480,2023,25,149,29.5,10.1,0.218,0.323,0.295,0.618,0.276,,,,,,87.5,3.3,35.6,98.756577778,79.0,50.2,47.8,34.4,17.8,27.5
"Luplow, Jordan",656669,2023,29,90,30.0,13.3,0.208,0.325,0.322,0.647,0.29,70.1,7.2,14.6,2.0,31.4,85.4,6.0,32.0,97.3629932,67.2,48.9,36.0,46.0,18.0,27.6
"Singleton, Jon",572138,2023,31,105,21.9,12.4,0.165,0.264,0.267,0.531,0.244,71.6,7.2,11.5,-12.8,29.2,88.9,5.8,43.5,99.127764857,86.4,42.4,42.0,34.8,23.2,26.0
"Slater, Austin",596103,2025,32,30,30.0,6.7,0.25,0.536,0.3,0.836,0.359,70.3,6.9,11.7,3.3,37.1,94.4,26.3,68.4,103.873833,76.2,51.3,52.6,36.8,10.5,27.7
"Outman, James",681546,2024,27,156,35.3,10.3,0.147,0.265,0.256,0.521,0.242,73.2,7.9,14.6,-5.2,34.2,87.6,4.9,38.3,100.237923902,74.5,47.6,43.2,29.6,27.2,28.8
"Lux, Gavin",666158,2025,27,189,24.3,12.7,0.291,0.406,0.381,0.787,0.353,69.3,7.5,12.2,2.0,33.9,89.1,4.2,42.0,98.473753,81.9,42.7,36.1,43.7,20.2,27.7
"Ramírez, José",608070,2023,30,691,10.6,10.6,0.282,0.475,0.356,0.831,0.346,70.5,7.2,7.7,-7.5,28.6,90.0,7.0,40.4,100.07775,91.2,46.6,49.6,30.5,19.9,27.8
"Steer, Spencer",668715,2023,25,665,20.9,10.2,0.271,0.464,0.356,0.82,0.355,71.5,7.4,10.5,-6.0,29.7,88.7,6.7,37.1,99.167567432,82.8,43.8,40.5,33.8,25.7,28.4
"Noda, Ryan",676116,2023,27,495,34.3,15.6,0.229,0.406,0.364,0.77,0.342,72.2,7.3,15.0,-1.1,35.0,91.2,13.0,45.0,102.125166441,72.1,42.9,44.5,31.9,23.5,27.3
"Grandal, Yasmani",518735,2023,34,405,21.2,8.9,0.234,0.339,0.309,0.648,0.288,70.7,7.5,9.3,1.4,26.6,87.9,4.7,34.4,98.280329643,82.5,44.7,36.2,37.6,26.2,22.8
"Rodríguez, Johnathan",671286,2024,24,40,35.0,22.5,0.129,0.161,0.325,0.486,0.253,76.2,8.3,9.9,-2.5,33.0,91.3,0.0,47.1,102.62447,71.2,45.1,35.3,52.9,11.8,26.8
"France, Ty",664034,2025,30,213,14.6,4.7,0.254,0.358,0.319,0.677,0.305,70.7,7.4,10.5,5.7,35.2,89.0,9.2,41.7,100.480466049,88.3,50.4,31.3,42.9,25.8,24.7
"Baty, Brett",683146,2023,23,389,28.0,7.5,0.212,0.323,0.275,0.598,0.266,75.8,7.7,9.3,1.2,37.6,89.5,7.7,44.3,101.615153008,78.3,46.1,37.4,32.1,30.5,27.3
"Rivas, Leo",660844,2024,26,86,27.9,11.6,0.233,0.274,0.333,0.607,0.282,66.4,7.1,14.1,-1.6,37.7,87.2,2.0,27.5,95.719631739,81.1,36.9,45.1,41.2,13.7,28.3
"Marte, Noelvi",682622,2023,21,123,20.3,6.5,0.316,0.456,0.366,0.822,0.357,74.1,7.3,6.8,-2.7,30.4,91.3,7.9,46.1,102.585447111,83.0,47.1,30.3,52.8,16.9,29.1
"Goodman, Hunter",696100,2023,23,77,31.2,6.5,0.2,0.386,0.247,0.633,0.266,75.7,7.1,9.5,-6.7,23.8,88.7,10.4,43.8,101.797267083,77.6,48.5,37.5,43.8,18.8,27.6
"Wilson Jr., Jacob",805779,2025,23,223,5.4,5.8,0.353,0.512,0.396,0.908,0.397,63.4,6.0,1.8,0.8,35.8,86.8,3.1,27.6,95.956169583,93.5,51.2,32.1,44.9,23.0,26.8
"Edman, Tommy",669242,2025,30,155,16.8,4.5,0.225,0.444,0.271,0.715,0.308,69.8,6.9,9.6,-1.9,26.9,88.5,8.4,42.9,100.067720169,92.8,47.8,46.2,31.9,21.8,28.6
"Eaton, Nate",681987,2023,26,56,37.5,3.6,0.075,0.075,0.125,0.2,0.101,,,,,,84.3,0.0,28.1,96.38448875,70.8,49.5,34.4,34.4,31.3,29.5
"Hilliard, Sam",656541,2024,30,158,35.4,8.9,0.239,0.507,0.305,0.812,0.342,75.3,7.3,9.7,-1.0,27.3,94.6,14.8,52.3,103.815353902,69.8,46.9,35.2,36.4,28.4,28.8
"Vierling, Matt",663837,2024,27,567,21.3,7.2,0.257,0.423,0.312,0.735,0.317,71.1,7.4,6.5,0.9,29.6,89.8,7.5,40.9,100.235830606,87.0,42.8,36.8,37.6,25.6,28.8
"Bruján, Vidal",660644,2023,25,84,25.0,6.0,0.171,0.197,0.241,0.438,0.206,68.3,7.0,11.0,-0.5,30.8,86.0,1.8,23.2,96.067439615,78.5,52.8,41.1,32.1,26.8,26.9
"Vogelbach, Daniel",596129,2024,31,79,21.5,11.4,0.186,0.3,0.278,0.578,0.262,72.5,7.6,11.8,-3.2,32.3,90.9,9.4,45.1,101.481826923,91.8,29.8,47.2,37.7,15.1,23.9
"Dezenzo, Zach",701305,2024,24,65,33.8,4.6,0.242,0.371,0.277,0.648,0.283,75.4,7.5,10.4,1.6,39.9,87.5,10.0,40.0,101.2727945,72.1,51.4,35.0,37.5,27.5,28.3
"Toro, Abraham",647351,2023,26,21,23.8,9.5,0.444,0.778,0.524,1.302,0.544,71.8,7.9,12.5,-9.4,32.0,86.6,15.4,30.8,98.736054286,68.2,42.0,69.2,23.1,7.7,26.9
"Wisdom, Patrick",621550,2023,31,302,36.8,9.9,0.205,0.5,0.289,0.789,0.333,76.6,8.0,14.8,-6.5,32.1,92.7,20.1,54.7,103.448312785,73.2,46.7,44.7,39.0,16.4,27.7
"Wilson, Will",669717,2025,26,43,30.2,9.3,0.216,0.297,0.31,0.607,0.28,72.1,7.3,13.8,-3.4,31.6,88.3,4.0,44.0,98.143275,69.8,54.0,20.0,44.0,36.0,25.6
"Bohm, Alec",664761,2025,28,212,16.5,4.2,0.273,0.384,0.311,0.695,0.307,71.4,7.4,5.2,4.4,29.6,91.0,7.3,48.5,100.883595122,89.6,48.9,23.6,47.9,28.5,26.8
"Chisholm Jr., Jazz",665862,2023,25,383,30.8,6.8,0.25,0.457,0.304,0.761,0.325,72.9,7.5,15.4,-2.1,36.2,90.3,12.2,41.8,101.207728421,71.7,44.9,41.4,35.9,22.8,28.4
"Alvarez, Eddy",657193,2024,34,11,18.2,9.1,0.0,0.0,0.182,0.182,0.128,70.6,7.0,16.4,-8.8,35.0,89.1,0.0,28.6,95.575815,90.9,38.9,42.9,42.9,14.3,28.5
"Wiemer Jr., Joey",686894,2023,24,410,28.3,8.8,0.204,0.362,0.283,0.645,0.284,71.7,7.4,9.8,-8.4,23.6,89.3,9.1,39.1,99.675385433,74.9,47.1,43.1,37.2,19.8,28.9
"Johnson, Bryce",669369,2023,27,48,31.3,8.3,0.163,0.256,0.229,0.485,0.218,,,,,,86.3,6.9,24.1,96.4034325,75.9,47.2,44.8,31.0,24.1,28.8
"Jankowski, Travis",608671,2024,33,207,21.3,5.8,0.2,0.242,0.266,0.508,0.234,67.0,6.5,-1.1,-6.2,35.1,85.4,0.7,24.7,95.346098056,84.8,44.8,30.8,35.6,33.6,28.5
"Montes, Coco",663796,2023,26,41,29.3,4.9,0.184,0.316,0.244,0.56,0.247,,,,,,82.5,3.8,19.2,93.994207692,81.7,61.7,38.5,30.8,30.8,27.6
"Hoskins, Rhys",656555,2024,31,517,28.8,10.3,0.214,0.419,0.303,0.722,0.313,71.2,8.1,15.7,-5.6,32.7,88.7,12.7,42.2,99.737434248,78.8,42.8,52.6,28.1,19.3,25.3
"Williamson, Ben",810938,2025,24,136,24.3,4.4,0.246,0.3,0.279,0.579,0.26,69.6,6.9,2.3,6.8,33.5,87.4,5.2,42.3,99.939166327,85.2,50.0,25.8,34.0,40.2,28.0
"O'Neill, Tyler",641933,2025,30,93,29.0,9.7,0.188,0.325,0.28,0.605,0.267,74.1,7.7,21.5,-7.2,37.2,87.4,16.4,38.2,100.388655,71.5,49.2,47.3,32.7,20.0,28.3
"Urshela, Gio",570482,2025,33,107,15.9,6.5,0.224,0.337,0.276,0.613,0.272,68.7,7.3,11.5,3.0,35.7,86.6,1.2,30.1,97.024752683,81.3,56.2,36.1,39.8,24.1,24.6
"Harris, Dustin",687957,2025,25,38,28.9,7.9,0.2,0.343,0.263,0.606,0.27,67.0,7.0,12.7,-10.3,40.2,86.5,4.2,25.0,96.2422775,96.4,51.3,33.3,37.5,29.2,29.1
"Ruiz, Keibert",660688,2025,26,194,10.3,4.1,0.268,0.35,0.309,0.659,0.295,65.9,7.0,10.6,-9.3,34.1,87.2,1.8,34.4,96.797075488,92.0,52.5,45.4,37.4,17.2,24.6
"Smith, Josh",669701,2023,25,232,23.7,10.8,0.185,0.328,0.304,0.632,0.287,69.4,6.4,8.4,0.0,35.2,88.5,10.5,36.4,99.426100571,85.2,42.3,42.7,35.0,22.4,28.5
